symbol,name,market_cap,ipo_year,sector,industry,exchange
CYTXZ,Cytori Therapeutics Inc.,0.0,,health_care,Medical/Dental Instruments,NASDAQ
CTSO,Cytosorbents Corporation,236439102.87,,health_care,Medical/Dental Instruments,NASDAQ
CYTR,CytRx Corporation,20518875.61,1986.0,health_care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
DJCO,Daily Journal Corp. (S.C.),301693001.0,,consumer_services,Newspapers/Magazines,NASDAQ
DAKT,"Daktronics, Inc.",331519412.77,1994.0,consumer_durables,Miscellaneous manufacturing industries,NASDAQ
DARE,"Dare Bioscience, Inc.",9594615.24,2014.0,health_care,Major Pharmaceuticals,NASDAQ
DRIO,DarioHealth Corp.,28880642.25,,health_care,Medical/Dental Instruments,NASDAQ
DRIOW,DarioHealth Corp.,0.0,,health_care,Medical/Dental Instruments,NASDAQ
DZSI,"DASAN Zhone Solutions, Inc.",217301252.19,,public_utilities,Telecommunications Equipment,NASDAQ
DSKE,"Daseke, Inc.",246859517.06,2015.0,consumer_services,Transportation Services,NASDAQ
DSKEW,"Daseke, Inc.",0.0,2015.0,consumer_services,Transportation Services,NASDAQ
DAIO,Data I/O Corporation,47266391.2,1981.0,capital_goods,Electrical Products,NASDAQ
DTSS,Datasea Inc.,73553511.72,,technology,Computer Software: Prepackaged Software,NASDAQ
PLAY,"Dave & Buster&#39;s Entertainment, Inc.",1995567174.64,2014.0,consumer_services,Restaurants,NASDAQ
DTEA,DAVIDsTEA Inc.,36670937.37,2015.0,consumer_non_durables,Food Chains,NASDAQ
DFNL,Davis Select Financial ETF,133308790.0,,,,NASDAQ
DINT,Davis Select International ETF,86125000.0,,,,NASDAQ
DUSA,Davis Select U.S. Equity ETF,164703000.0,,,,NASDAQ
DWLD,Davis Select Worldwide ETF,193648000.0,,,,NASDAQ
DWSN,Dawson Geophysical Company,86497519.03,,energy,Oil & Gas Production,NASDAQ
DBVT,DBV Technologies S.A.,201034884.82,2014.0,health_care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
DDMX,DD3 Acquisition Corp.,71240610.0,2018.0,finance,Business Services,NASDAQ
DDMXU,DD3 Acquisition Corp.,72694500.0,2018.0,finance,Business Services,NASDAQ
DDMXW,DD3 Acquisition Corp.,0.0,2018.0,finance,Business Services,NASDAQ
DCPH,"Deciphera Pharmaceuticals, Inc.",994255706.4,2017.0,health_care,Major Pharmaceuticals,NASDAQ
DFRG,"Del Frisco&#39;s Restaurant Group, Inc.",268906885.65,2012.0,consumer_services,Restaurants,NASDAQ
TACO,"Del Taco Restaurants, Inc.",398034235.86,2014.0,consumer_services,Restaurants,NASDAQ
TACOW,"Del Taco Restaurants, Inc.",0.0,2014.0,consumer_services,Restaurants,NASDAQ
DMPI,"DelMar Pharmaceuticals, Inc.",9701724.5,,health_care,Major Pharmaceuticals,NASDAQ
DELT,Delta Technology Holdings Limited,15615123.42,,basic_industries,Major Chemicals,NASDAQ
DNLI,Denali Therapeutics Inc.,2010241637.64,2017.0,health_care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
DENN,Denny&#39;s Corporation,1119060459.12,,consumer_services,Restaurants,NASDAQ
XRAY,DENTSPLY SIRONA Inc.,8935287143.75,1987.0,health_care,Medical/Dental Instruments,NASDAQ
DERM,"Dermira, Inc.",282209829.0,2014.0,health_care,Major Pharmaceuticals,NASDAQ
DEST,Destination Maternity Corporation,46087601.56,,consumer_services,Clothing/Shoe/Accessory Stores,NASDAQ
DXLG,"Destination XL Group, Inc.",128644929.4,,consumer_services,Clothing/Shoe/Accessory Stores,NASDAQ
DSWL,"Deswell Industries, Inc.",49244240.9,1995.0,consumer_non_durables,Plastic Products,NASDAQ
DXCM,"DexCom, Inc.",13064560932.2,2005.0,health_care,Medical/Dental Instruments,NASDAQ
DFBH,DFB Healthcare Acquisitions Corp.,311875000.0,2018.0,finance,Business Services,NASDAQ
DFBHU,DFB Healthcare Acquisitions Corp.,0.0,2018.0,finance,Business Services,NASDAQ
DFBHW,DFB Healthcare Acquisitions Corp.,0.0,2018.0,finance,Business Services,NASDAQ
DHXM,DHX Media Ltd.,246830246.28,,,,NASDAQ
DMAC,DiaMedica Therapeutics Inc.,43881727.58,2018.0,health_care,Major Pharmaceuticals,NASDAQ
DHIL,"Diamond Hill Investment Group, Inc.",553805131.11,,finance,Investment Managers,NASDAQ
FANG,"Diamondback Energy, Inc.",17333963485.9,2012.0,energy,Oil & Gas Production,NASDAQ
DCIX,Diana Containerships Inc.,12872275.59,,transportation,Marine Transportation,NASDAQ
DRNA,"Dicerna Pharmaceuticals, Inc.",669349821.14,2014.0,health_care,Major Pharmaceuticals,NASDAQ
DFFN,Diffusion Pharmaceuticals Inc.,7664039.83,,health_care,Major Pharmaceuticals,NASDAQ
DGII,Digi International Inc.,314846761.98,1989.0,technology,Computer Communications Equipment,NASDAQ
DMRC,Digimarc Corporation,228219724.8,,technology,EDP Services,NASDAQ
DRAD,Digirad Corporation,15166901.8116,2004.0,health_care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ
DGLY,"Digital Ally, Inc.",31065760.96,,technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ
APPS,"Digital Turbine, Inc.",159195878.3,,miscellaneous,Multi-Sector Companies,NASDAQ
DCOM,"Dime Community Bancshares, Inc.",644352974.72,,finance,Savings Institutions,NASDAQ
DIOD,Diodes Incorporated,1605058461.88,,technology,Semiconductors,NASDAQ
DISCA,"Discovery, Inc.",14192091154.0,,consumer_services,Television Services,NASDAQ
DISCB,"Discovery, Inc.",18322507945.0,,consumer_services,Television Services,NASDAQ
DISCK,"Discovery, Inc.",13186970718.1,,consumer_services,Television Services,NASDAQ
DISH,DISH Network Corporation,13352089473.9,1995.0,consumer_services,Television Services,NASDAQ
DVCR,Diversicare Healthcare Services Inc.,23725567.32,,health_care,Hospital/Nursing Management,NASDAQ
SAUC,"Diversified Restaurant Holdings, Inc.",37463420.05,,consumer_services,Restaurants,NASDAQ
DLHC,DLH Holdings Corp.,61282394.1,,technology,Professional Services,NASDAQ
BOOM,DMC Global Inc.,540966096.33,,capital_goods,Industrial Specialties,NASDAQ
DNBF,DNB Financial Corp,133910523.54,,finance,Major Banks,NASDAQ
DOCU,"DocuSign, Inc.",7115693634.9,2018.0,technology,Computer Software: Prepackaged Software,NASDAQ
DOGZ,Dogness (International) Corporation,98449013.0,2017.0,consumer_durables,Miscellaneous manufacturing industries,NASDAQ
DLTR,"Dollar Tree, Inc.",22335860539.5,1995.0,consumer_services,Department/Specialty Retail Stores,NASDAQ
DLPN,"Dolphin Entertainment, Inc.",17653946.25,,consumer_services,Other Consumer Services,NASDAQ
DLPNW,"Dolphin Entertainment, Inc.",0.0,,consumer_services,Other Consumer Services,NASDAQ
DOMO,"Domo, Inc.",612883468.21,2018.0,technology,Computer Software: Prepackaged Software,NASDAQ
DGICA,"Donegal Group, Inc.",393703118.64,,finance,Property-Casualty Insurers,NASDAQ
DGICB,"Donegal Group, Inc.",334988028.18,1986.0,finance,Property-Casualty Insurers,NASDAQ
DMLP,"Dorchester Minerals, L.P.",515507990.78,,energy,Oil & Gas Production,NASDAQ
DORM,"Dorman Products, Inc.",3103707650.72,,capital_goods,Auto Parts:O.E.M.,NASDAQ
DOVA,"Dova Pharmaceuticals, Inc.",225914824.98,2017.0,health_care,Major Pharmaceuticals,NASDAQ
LYL,Dragon Victory International Limited,14847812.2,2017.0,finance,Finance/Investors Services,NASDAQ
DBX,"Dropbox, Inc.",9138649628.8,2018.0,technology,Computer Software: Prepackaged Software,NASDAQ
DCAR,"DropCar, Inc.",3277949.85,,consumer_services,Telecommunications Equipment,NASDAQ
DRYS,DryShips Inc.,548319523.47,2005.0,transportation,Marine Transportation,NASDAQ
DSPG,"DSP Group, Inc.",269684413.2,1994.0,technology,Semiconductors,NASDAQ
DLTH,Duluth Holdings Inc.,773748305.0,2015.0,consumer_services,Clothing/Shoe/Accessory Stores,NASDAQ
DNKN,"Dunkin&#39; Brands Group, Inc.",5535674128.92,2011.0,consumer_services,Restaurants,NASDAQ
DRRX,DURECT Corporation,101530413.327,2000.0,health_care,Major Pharmaceuticals,NASDAQ
DXPE,"DXP Enterprises, Inc.",557152690.92,,capital_goods,Industrial Machinery/Components,NASDAQ
DYSL,Dynasil Corporation of America,18515739.3,,capital_goods,Industrial Machinery/Components,NASDAQ
DYNT,Dynatronics Corporation,22519241.25,,health_care,Medical/Dental Instruments,NASDAQ
DVAX,Dynavax Technologies Corporation,752924650.78,2004.0,health_care,Major Pharmaceuticals,NASDAQ
ETFC,E*TRADE Financial Corporation,12544155269.7,,finance,Savings Institutions,NASDAQ
SSP,E.W. Scripps Company (The),1492441342.5,,consumer_services,Broadcasting,NASDAQ
EBMT,"Eagle Bancorp Montana, Inc.",115296454.52,,finance,Major Banks,NASDAQ
EGBN,"Eagle Bancorp, Inc.",1847955971.2,,finance,Major Banks,NASDAQ
EGLE,Eagle Bulk Shipping Inc.,347718621.06,,transportation,Marine Transportation,NASDAQ
EFBI,"Eagle Financial Bancorp, Inc.",25071181.0636,2017.0,finance,Savings Institutions,NASDAQ
EGRX,"Eagle Pharmaceuticals, Inc.",579352000.0,2014.0,health_care,Major Pharmaceuticals,NASDAQ
EWBC,"East West Bancorp, Inc.",7137799280.32,,finance,Major Banks,NASDAQ
EML,Eastern Company (The),159193038.72,,capital_goods,Industrial Machinery/Components,NASDAQ
EAST,"Eastside Distilling, Inc.",46292112.9,,consumer_non_durables,Beverages (Production/Distribution),NASDAQ
EVGBC,Eaton Vance NextShares Trust,62512500.0,,,,NASDAQ
EVSTC,Eaton Vance NextShares Trust,44991000.0,,,,NASDAQ
EVFTC,Eaton Vance NextShares Trust II,52515750.0,,,,NASDAQ
EVLMC,Eaton Vance NextShares Trust II,69972000.0,,,,NASDAQ
OKDCC,Eaton Vance NextShares Trust II,505303000.0,,,,NASDAQ
EBAY,eBay Inc.,29164035857.7,1998.0,miscellaneous,Business Services,NASDAQ
EBAYL,eBay Inc.,0.0,,miscellaneous,Business Services,NASDAQ
EBIX,"Ebix, Inc.",7765946222.8,,technology,EDP Services,NASDAQ
ECHO,"Echo Global Logistics, Inc.",635462118.9,2009.0,transportation,Oil Refining/Marketing,NASDAQ
SATS,EchoStar Corporation,3742584244.59,,technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ
EEI,"Ecology and Environment, Inc.",51887014.05,1987.0,consumer_services,Military/Government/Technical,NASDAQ
EDAP,EDAP TMS S.A.,73132733.5656,1997.0,health_care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ
EDGE,"Edge Therapeutics, Inc.",12396540.2496,2015.0,health_care,Major Pharmaceuticals,NASDAQ
EDNT,"Edison Nation, Inc.",24492519.4,2018.0,consumer_non_durables,Recreational Products/Toys,NASDAQ
EDIT,"Editas Medicine, Inc.",1255495589.4,2016.0,health_care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
EDTX,EdtechX Holdings Acquisition Corp.,77718437.5,2018.0,finance,Business Services,NASDAQ
EDTXU,EdtechX Holdings Acquisition Corp.,79062500.0,2018.0,finance,Business Services,NASDAQ
EDTXW,EdtechX Holdings Acquisition Corp.,0.0,2018.0,finance,Business Services,NASDAQ
EDUC,Educational Development Corporation,62942192.64,,consumer_durables,Consumer Specialties,NASDAQ
EGAN,eGain Corporation,197884689.3,1999.0,technology,Computer Software: Prepackaged Software,NASDAQ
EHTH,"eHealth, Inc.",871350323.4,2006.0,finance,Specialty Insurers,NASDAQ
EIDX,"Eidos Therapeutics, Inc.",472201288.7,2018.0,health_care,Major Pharmaceuticals,NASDAQ
EIGR,"Eiger BioPharmaceuticals, Inc.",245759419.62,2014.0,health_care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
EKSO,"Ekso Bionics Holdings, Inc.",105865412.64,,capital_goods,Industrial Machinery/Components,NASDAQ
LOCO,"El Pollo Loco Holdings, Inc.",648507817.6,2014.0,consumer_services,Restaurants,NASDAQ
EMITF,Elbit Imaging Ltd.,10569429.2,,consumer_services,Building operators,NASDAQ
ESLT,Elbit Systems Ltd.,5285575890.66,,capital_goods,Military/Government/Technical,NASDAQ
ERI,"Eldorado Resorts, Inc.",3308475000.0,,consumer_services,Hotels/Resorts,NASDAQ
SOLO,Electrameccanica Vehicles Corp. Ltd.,42636452.76,,capital_goods,Auto Manufacturing,NASDAQ
SOLOW,Electrameccanica Vehicles Corp. Ltd.,0.0,,capital_goods,Auto Manufacturing,NASDAQ
ESIO,"Electro Scientific Industries, Inc.",1027725774.15,,miscellaneous,Industrial Machinery/Components,NASDAQ
ECOR,"electroCore, Inc.",142538164.56,2018.0,health_care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ
EA,Electronic Arts Inc.,27167412344.3,,technology,Computer Software: Prepackaged Software,NASDAQ
EFII,"Electronics for Imaging, Inc.",982750138.07,1992.0,technology,Computer Communications Equipment,NASDAQ
ELSE,"Electro-Sensors, Inc.",12253077.0806,,capital_goods,Industrial Machinery/Components,NASDAQ
ESBK,Elmira Savings Bank NY (The),54843032.7588,,finance,Major Banks,NASDAQ
ELOX,"Eloxx Pharmaceuticals, Inc.",400327632.6,,health_care,Biotechnology: Commercial Physical & Biological Resarch,NASDAQ
ELTK,Eltek Ltd.,5761087.68,1997.0,technology,Electrical Products,NASDAQ
EMCI,EMC Insurance Group Inc.,683567759.62,1982.0,finance,Property-Casualty Insurers,NASDAQ
EMCF,Emclaire Financial Corp,81032197.44,,finance,Major Banks,NASDAQ
EMKR,EMCORE Corporation,127821308.22,1997.0,technology,Semiconductors,NASDAQ
EMMS,Emmis Communications Corporation,50655109.31,1994.0,consumer_services,Broadcasting,NASDAQ
NYNY,"Empire Resorts, Inc.",462723712.5,,consumer_services,Restaurants,NASDAQ
ENTA,"Enanta Pharmaceuticals, Inc.",1429408406.91,2013.0,health_care,Major Pharmaceuticals,NASDAQ
ECPG,Encore Capital Group Inc,863860984.0,,finance,Finance Companies,NASDAQ
WIRE,Encore Wire Corporation,1084462947.12,1992.0,capital_goods,Metal Fabrications,NASDAQ
ENDP,Endo International plc,2167170381.6,,health_care,Major Pharmaceuticals,NASDAQ
ELGX,"Endologix, Inc.",78624782.36,,health_care,Medical/Dental Instruments,NASDAQ
NDRA,ENDRA Life Sciences Inc.,13583434.86,2017.0,health_care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ
NDRAW,ENDRA Life Sciences Inc.,0.0,2017.0,health_care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ
EIGI,"Endurance International Group Holdings, Inc.",1068845607.14,2013.0,technology,Computer Software: Prepackaged Software,NASDAQ
WATT,Energous Corporation,180052740.0,2014.0,technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ
EFOI,"Energy Focus, Inc.",9300183.2,,consumer_durables,Building Products,NASDAQ
ERII,"Energy Recovery, Inc.",413123764.3,2008.0,technology,Industrial Machinery/Components,NASDAQ
ENG,ENGlobal Corporation,21963438.6928,,consumer_services,Military/Government/Technical,NASDAQ
ENOB,"Enochian Biosciences, Inc.",318330531.2,,health_care,Major Pharmaceuticals,NASDAQ
ENPH,"Enphase Energy, Inc.",710271754.76,2012.0,technology,Semiconductors,NASDAQ
ESGR,Enstar Group Limited,3615161337.73,,finance,Property-Casualty Insurers,NASDAQ
ESGRO,Enstar Group Limited,0.0,,finance,Property-Casualty Insurers,NASDAQ
ESGRP,Enstar Group Limited,0.0,,finance,Property-Casualty Insurers,NASDAQ
ETTX,Entasis Therapeutics Holdings Inc.,72179539.85,2018.0,health_care,Major Pharmaceuticals,NASDAQ
ENFC,Entegra Financial Corp.,151574607.12,2014.0,finance,Banks,NASDAQ
ENTG,"Entegris, Inc.",4088708173.33,2000.0,consumer_non_durables,Plastic Products,NASDAQ
ENTX,Entera Bio Ltd.,44799014.4,2018.0,health_care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
ENTXW,Entera Bio Ltd.,0.0,2018.0,health_care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
EBTC,Enterprise Bancorp Inc,384815104.96,,finance,Major Banks,NASDAQ
EFSC,Enterprise Financial Services Corporation,908017060.2,,finance,Major Banks,NASDAQ
EPZM,"Epizyme, Inc.",763180030.92,2013.0,health_care,Major Pharmaceuticals,NASDAQ
PLUS,ePlus inc.,1013053937.28,1996.0,technology,Retail: Computer Software & Peripheral Equipment,NASDAQ
EQ,"Equillium, Inc.",183666814.52,2018.0,health_care,Major Pharmaceuticals,NASDAQ
EQIX,"Equinix, Inc.",30637623073.9,2000.0,consumer_services,Real Estate Investment Trusts,NASDAQ
EQBK,"Equity Bancshares, Inc.",541373584.6,2015.0,finance,Major Banks,NASDAQ
ERIC,Ericsson,2644793814.24,,technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ
ERIE,Erie Indemnity Company,7315352533.2,,finance,Specialty Insurers,NASDAQ
ERYP,Erytech Pharma S.A.,23471346.6,2017.0,health_care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
ESCA,"Escalade, Incorporated",174720660.4,,consumer_non_durables,Recreational Products/Toys,NASDAQ
ESPR,"Esperion Therapeutics, Inc.",1152873086.0,2013.0,health_care,Major Pharmaceuticals,NASDAQ
ESQ,"Esquire Financial Holdings, Inc.",166411909.05,2017.0,finance,Commercial Banks,NASDAQ
ESSA,"ESSA Bancorp, Inc.",178819887.4,,finance,Banks,NASDAQ
EPIX,ESSA Pharma Inc.,24613282.2,,health_care,Major Pharmaceuticals,NASDAQ
ESND,Essendant Inc.,474287083.2,,consumer_services,Paper,NASDAQ
ESTA,Establishment Labs Holdings Inc.,558026181.57,2018.0,health_care,Industrial Specialties,NASDAQ
ESTR,"Estre Ambiental, Inc.",98278525.44,,public_utilities,Environmental Services,NASDAQ
ESTRW,"Estre Ambiental, Inc.",0.0,,public_utilities,Environmental Services,NASDAQ
VBND,ETF Series Solutions Trust Vident Core U.S. Bond Strategy Fund,409575000.0,,,,NASDAQ
VUSE,ETF Series Solutions Trust Vident Core US Equity ETF,454571200.0,,,,NASDAQ
VIDI,ETF Series Solutions Trust Vident International Equity Fund,0.0,,,,NASDAQ
ETON,"Eton Pharmaceutcials, Inc.",107408360.8,2018.0,health_care,Major Pharmaceuticals,NASDAQ
ETSY,"Etsy, Inc.",6568686144.79,2015.0,miscellaneous,Business Services,NASDAQ
CLWT,Euro Tech Holdings Company Limited,6000155.19,1997.0,consumer_durables,Diversified Electronic Products,NASDAQ
EDRY,EuroDry Ltd.,19456072.269,,consumer_services,Marine Transportation,NASDAQ
EEFT,"Euronet Worldwide, Inc.",5656168310.7,1997.0,finance,Investment Bankers/Brokers/Service,NASDAQ
ESEA,Euroseas Ltd.,8703625.272,,transportation,Marine Transportation,NASDAQ
EVLO,"Evelo Biosciences, Inc.",412999587.0,2018.0,health_care,Major Pharmaceuticals,NASDAQ
EVBG,"Everbridge, Inc.",1608594743.0,2016.0,technology,Computer Software: Prepackaged Software,NASDAQ
EVK,"Ever-Glory International Group, Inc.",58452882.1,,consumer_non_durables,Apparel,NASDAQ
EVER,"EverQuote, Inc.",152662217.3,2018.0,technology,"Computer Software: Programming, Data Processing",NASDAQ
MRAM,"Everspin Technologies, Inc.",114383286.764,2016.0,technology,Semiconductors,NASDAQ
EVLV,EVINE Live Inc.,39105962.9632,,consumer_services,Catalog/Specialty Distribution,NASDAQ
EVOP,"EVO Payments, Inc.",1959423266.85,2018.0,miscellaneous,Business Services,NASDAQ
EVFM,"Evofem Biosciences, Inc.",98295542.4,2014.0,health_care,Major Pharmaceuticals,NASDAQ
EVGN,Evogene Ltd.,53988732.8011,,basic_industries,Agricultural Chemicals,NASDAQ
EVOK,"Evoke Pharma, Inc.",47228614.43,2013.0,health_care,Major Pharmaceuticals,NASDAQ
EOLS,"Evolus, Inc.",436399856.0,2018.0,health_care,Major Pharmaceuticals,NASDAQ
EVOL,"Evolving Systems, Inc.",15752118.2,1998.0,technology,EDP Services,NASDAQ
EXAS,Exact Sciences Corporation,9213845237.1,2001.0,health_care,Biotechnology: Commercial Physical & Biological Resarch,NASDAQ
FLAG,Exchange Traded Concepts Trust FLAG-Forensic Accounting Long-S,15387640.0,,,,NASDAQ
ROBO,Exchange Traded Concepts Trust ROBO Global Robotics and Automa,159942000.0,,,,NASDAQ
XELA,"Exela Technologies, Inc.",571715384.11,2015.0,miscellaneous,Business Services,NASDAQ
EXEL,"Exelixis, Inc.",6855683285.55,2000.0,health_care,Biotechnology: Commercial Physical & Biological Resarch,NASDAQ
EXFO,EXFO Inc,81623698.35,,capital_goods,Electrical Products,NASDAQ
EXLS,"ExlService Holdings, Inc.",1906042509.8,2006.0,miscellaneous,Business Services,NASDAQ
EXPI,"eXp World Holdings, Inc.",603761284.68,,finance,Real Estate,NASDAQ
EXPE,"Expedia Group, Inc.",17281034112.0,,consumer_services,Transportation Services,NASDAQ
EXPD,"Expeditors International of Washington, Inc.",11568712794.3,,transportation,Oil Refining/Marketing,NASDAQ
EXPO,"Exponent, Inc.",2697870272.37,,consumer_services,Professional Services,NASDAQ
STAY,"Extended Stay America, Inc.",3176412824.2,,consumer_services,Hotels/Resorts,NASDAQ
XOG,"Extraction Oil & Gas, Inc.",858037079.44,2016.0,energy,Oil & Gas Production,NASDAQ
EXTR,"Extreme Networks, Inc.",737242494.17,1999.0,technology,Computer Communications Equipment,NASDAQ
EYEG,"Eyegate Pharmaceuticals, Inc.",20896505.318,,health_care,Major Pharmaceuticals,NASDAQ
EYEGW,"Eyegate Pharmaceuticals, Inc.",0.0,,health_care,Major Pharmaceuticals,NASDAQ
EYEN,"Eyenovia, Inc.",31947858.68,2018.0,health_care,Major Pharmaceuticals,NASDAQ
EYPT,"EyePoint Pharmaceuticals, Inc.",220065235.6,,capital_goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
