"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"CBNK","Capital Bancorp, Inc.","11.49","176585719.56","n/a","2018","Finance","Major Banks","https://www.nasdaq.com/symbol/cbnk",
"CCBG","Capital City Bank Group","24.29","414351475.09","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ccbg",
"CPLP","Capital Product Partners L.P.","2.29","291394924.68","n/a","2007","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/cplp",
"CSWC","Capital Southwest Corporation","20.98","357566210.12","n/a","n/a","Consumer Non-Durables","Textiles","https://www.nasdaq.com/symbol/cswc",
"CSWCL","Capital Southwest Corporation","25.4","0","n/a","n/a","Consumer Non-Durables","Textiles","https://www.nasdaq.com/symbol/cswcl",
"CPTA","Capitala Finance Corp.","7.75","124223882","n/a","2013","n/a","n/a","https://www.nasdaq.com/symbol/cpta",
"CPTAG","Capitala Finance Corp.","24.93","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cptag",
"CPTAL","Capitala Finance Corp.","24.97","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cptal",
"CFFN","Capitol Federal Financial, Inc.","13.47","1902546429.33","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/cffn",
"CAPR","Capricor Therapeutics, Inc.","0.6278","19504087.9802","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/capr",
"CSTR","CapStar Financial Holdings, Inc.","14.98","260566973.52","n/a","2016","Finance","Major Banks","https://www.nasdaq.com/symbol/cstr",
"CPST","Capstone Turbine Corporation","0.98","67047038.1","n/a","2000","Energy","Industrial Machinery/Components","https://www.nasdaq.com/symbol/cpst",
"CARA","Cara Therapeutics, Inc.","15.25","601563044.25","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cara",
"CBLK","Carbon Black, Inc.","13.88","942692554.28","n/a","2018","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/cblk",
"CARB","Carbonite, Inc.","28.07","970041095.1","n/a","2011","Technology","EDP Services","https://www.nasdaq.com/symbol/carb",
"CSII","Cardiovascular Systems, Inc.","27.5","954287015","n/a","1981","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/csii",
"CDLX","Cardlytics, Inc.","18.18","389261070","n/a","2018","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/cdlx",
"CATM","Cardtronics plc","29.14","1343567071.68","n/a","2007","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/catm",
"CDNA","CareDx, Inc.","23.79","980189513.55","n/a","2014","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/cdna",
"CECO","Career Education Corporation","12.37","862943471.04","n/a","1998","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/ceco",
"CTRE","CareTrust REIT, Inc.","20.53","1722134783.54","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/ctre",
"CARG","CarGurus, Inc.","36.38","4004639349.86","n/a","2017","Technology","EDP Services","https://www.nasdaq.com/symbol/carg",
"CARO","Carolina Financial Corporation","32.7","738045572.7","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/caro",
"CART","Carolina Trust BancShares, Inc.","8.26","59116712.62","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cart",
"CRZO","Carrizo Oil & Gas, Inc.","12.12","1110501447.84","n/a","1997","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/crzo",
"TAST","Carrols Restaurant Group, Inc.","9.2","336157907.6","n/a","2006","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/tast",
"CARV","Carver Bancorp, Inc.","3.5","12945324","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/carv",
"CASM","CAS Medical Systems, Inc.","2","57715422","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/casm",
"CASA","Casa Systems, Inc.","14.19","1174575135.69","n/a","2017","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/casa",
"CWST","Casella Waste Systems, Inc.","30.2","1296190704.4","n/a","1997","Public Utilities","Environmental Services","https://www.nasdaq.com/symbol/cwst",
"CASY","Caseys General Stores, Inc.","133.04","4869996518.24","n/a","1983","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/casy",
"CASI","CASI Pharmaceuticals, Inc.","3.77","352824931.55","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/casi",
"CASS","Cass Information Systems, Inc","53.29","786203730.03","n/a","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/cass",
"CATB","Catabasis Pharmaceuticals, Inc.","6.24","443277.12","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/catb",
"CBIO","Catalyst Biosciences, Inc. ","8.22","98169232.38","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cbio",
"CPRX","Catalyst Pharmaceuticals, Inc.","2.59","266094675.63","n/a","2006","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cprx",
"CATS","Catasys, Inc.","10.66","172009290.96","n/a","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/cats",
"CATY","Cathay General Bancorp","36.86","2988454098.58","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/caty",
"CGVIC","Causeway ETMF Trust","100.1","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cgvic",
"CIVEC","Causeway ETMF Trust","100.12","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/civec",
"CVCO","Cavco Industries, Inc.","146","1328331214","n/a","n/a","Basic Industries","Homebuilding","https://www.nasdaq.com/symbol/cvco",
"CBFV","CB Financial Services, Inc.","24.69","133679042.31","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cbfv",
"CBAT","CBAK Energy Technology, Inc.","0.71","18919709.38","n/a","n/a","Miscellaneous","Industrial Machinery/Components","https://www.nasdaq.com/symbol/cbat",
"CBMB","CBM Bancorp, Inc.","12.63","53450160","n/a","2018","Finance","Savings Institutions","https://www.nasdaq.com/symbol/cbmb",
"CBOE","Cboe Global Markets, Inc.","92.97","10395789187.5","n/a","2010","n/a","n/a","https://www.nasdaq.com/symbol/cboe",
"CBTX","CBTX, Inc.","31.64","821424517.76","n/a","2017","Finance","Major Banks","https://www.nasdaq.com/symbol/cbtx",
"CDK","CDK Global, Inc.","49.93","6429658608.15","n/a","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/cdk",
"CDW","CDW Corporation","80.53","12078273447.57","n/a","2013","Consumer Services","Catalog/Specialty Distribution","https://www.nasdaq.com/symbol/cdw",
"CECE","CECO Environmental Corp.","7.1","248148287.3","n/a","n/a","Capital Goods","Pollution Control Equipment","https://www.nasdaq.com/symbol/cece",
"CELC","Celcuity Inc.","22.26","226139429.04","n/a","2017","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/celc",
"CELG","Celgene Corporation","87.3","61130843573.4","n/a","1987","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/celg",
"CELGZ","Celgene Corporation","0.682","0","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/celgz",
"CLDX","Celldex Therapeutics, Inc.","0.27","46565703.09","n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/cldx",
"APOP","Cellect Biotechnology Ltd.","2.99","19342286.08","6468992","2016","n/a","n/a","https://www.nasdaq.com/symbol/apop",
"APOPW","Cellect Biotechnology Ltd.","0.55","0","n/a","2016","n/a","n/a","https://www.nasdaq.com/symbol/apopw",
"CLRB","Cellectar Biosciences, Inc.","1.96","9325260.56","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/clrb",
"CLRBW","Cellectar Biosciences, Inc.","0.05","0","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/clrbw",
"CLRBZ","Cellectar Biosciences, Inc.","0.1028","0","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/clrbz",
"CLLS","Cellectis S.A.","17.27","270085789.05","15639015","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/clls",
"CBMG","Cellular Biomedicine Group, Inc.","18.63","342726850.89","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/cbmg",
"CLSN","Celsion Corporation","2.12","39711488.08","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/clsn",
"CELH","Celsius Holdings, Inc.","3.62","185089944.78","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/celh",
"CYAD","Celyad SA","21.485","19207396.635","893991","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cyad",
"CETX","Cemtrex Inc.","0.7503","9823119.6768","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/cetx",
"CETXP","Cemtrex Inc.","1.5","0","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/cetxp",
"CETXW","Cemtrex Inc.","0.0113","0","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/cetxw",
"CDEV","Centennial Resource Development, Inc.","13.76","3801345443.2","n/a","2016","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/cdev",
"CSFL","CenterState Bank Corporation","23.7","2267888763.3","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/csfl",
"CETV","Central European Media Enterprises Ltd.","3.24","819245514.96","n/a","1994","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/cetv",
"CFBK","Central Federal Corporation","12.22","52577662.02","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/cfbk",
"CENT","Central Garden & Pet Company","38.41","2220601862.38","n/a","1993","Consumer Durables","Consumer Specialties","https://www.nasdaq.com/symbol/cent",
"CENTA","Central Garden & Pet Company","34.87","2015943424.66","n/a","n/a","Consumer Durables","Consumer Specialties","https://www.nasdaq.com/symbol/centa",
"CVCY","Central Valley Community Bancorp","18.6","256615811.4","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cvcy",
"CTRC","Centric Brands Inc.","3.56","207674647","n/a","n/a","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/ctrc",
"CENX","Century Aluminum Company","8.5","744873674.5","n/a","1996","Basic Industries","Aluminum","https://www.nasdaq.com/symbol/cenx",
"CNBKA","Century Bancorp, Inc.","77.05","429007388.45","n/a","1987","Finance","Major Banks","https://www.nasdaq.com/symbol/cnbka",
"CNTY","Century Casinos, Inc.","7.69","226387286.51","n/a","n/a","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/cnty",
"CRNT","Ceragon Networks Ltd.","3.94","308779344.48","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/crnt",
"CERC","Cerecor Inc.","5","204020945","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cerc",
"CERN","Cerner Corporation","53.64","17673751553.76","n/a","1986","Technology","EDP Services","https://www.nasdaq.com/symbol/cern",
"CERS","Cerus Corporation","5.67","769357758.33","n/a","1997","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/cers",
"KOOL","Cesca Therapeutics Inc.","0.317","6862779.599","n/a","n/a","Capital Goods","Medical Specialities","https://www.nasdaq.com/symbol/kool",
"CEVA","CEVA, Inc.","25.55","559605706.8","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/ceva",
"CFFAU","CF Finance Acquisition Corp.","10.05","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/cffau",
"CSBR","Champions Oncology, Inc.","9.46","107844000","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/csbr",
"CYOU","Changyou.com Limited","18.2","356102219.2","19566056","2009","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/cyou",
"BURG","Chanticleer Holdings, Inc.","1.48","5498797.92","n/a","n/a","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/burg",
"CTHR","Charles & Colvard Ltd.","0.93","20086204.17","n/a","1997","Consumer Durables","Consumer Specialties","https://www.nasdaq.com/symbol/cthr",
"GTLS","Chart Industries, Inc.","70.03","2185220391.83","n/a","2006","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/gtls",
"CHTR","Charter Communications, Inc.","293.81","67258307380.33","n/a","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/chtr",
"CTAC","ChaSerg Technology Acquisition Corp.","9.67","272113800","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/ctac",
"CTACU","ChaSerg Technology Acquisition Corp.","9.99","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/ctacu",
"CTACW","ChaSerg Technology Acquisition Corp.","0.7304","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/ctacw",
"CHKP","Check Point Software Technologies Ltd.","104.43","16607992467.84","n/a","1996","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/chkp",
"CHEK","Check-Cap Ltd.","2.75","14657200.25","n/a","2015","Health Care","Medical Electronics","https://www.nasdaq.com/symbol/chek",
"CHEKW","Check-Cap Ltd.","0.12","0","n/a","2015","Health Care","Medical Electronics","https://www.nasdaq.com/symbol/chekw",
"CHEKZ","Check-Cap Ltd.","0.26","0","n/a","n/a","Health Care","Medical Electronics","https://www.nasdaq.com/symbol/chekz",
"CKPT","Checkpoint Therapeutics, Inc.","3.71","126312578.07","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ckpt",
"CEMI","Chembio Diagnostics, Inc.","6.83","117388466.72","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cemi",
"CHFC","Chemical Financial Corporation","41.88","2992134482.76","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/chfc",
"CCXI","ChemoCentryx, Inc.","12.22","617424249.52","n/a","2012","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ccxi",
"CHMG","Chemung Financial Corp","41.98","201792150.72","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/chmg",
"CHKE","Cherokee Inc.","0.75","10667277.75","n/a","n/a","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/chke",
"CHFS","CHF Solutions, Inc.","10","26150","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/chfs",
"CHMA","Chiasma, Inc.","3.55","86728782.65","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/chma",
"CSSE","Chicken Soup for the Soul Entertainment, Inc.","7.92","91996280.64","n/a","2017","Consumer Services","Movies/Entertainment","https://www.nasdaq.com/symbol/csse",
"CSSEP","Chicken Soup for the Soul Entertainment, Inc.","24.81","0","n/a","n/a","Consumer Services","Movies/Entertainment","https://www.nasdaq.com/symbol/cssep",
"PLCE","Children&#39;s Place, Inc. (The)","85.23","1380236097.96","n/a","1997","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/plce",
"CMRX","Chimerix, Inc.","2.93","148621618.86","n/a","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cmrx",
"CADC","China Advanced Construction Materials Group, Inc.","3.3","18429265.8","n/a","n/a","Basic Industries","Engineering & Construction","https://www.nasdaq.com/symbol/cadc",
"CAAS","China Automotive Systems, Inc.","2.91","92084051.64","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/caas",
"CBPO","China Biologic Products Holdings, Inc.","79.95","3146937214.2","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/cbpo",
"CCCL","China Ceramics Co., Ltd.","1.65","9330439.8","n/a","n/a","Capital Goods","Building Materials","https://www.nasdaq.com/symbol/cccl",
"GLG","China Commercial Credit, Inc.","0.475","11682915.7","n/a","2013","Finance","Major Banks","https://www.nasdaq.com/symbol/glg",
"CCRC","China Customer Relations Centers, Inc.","11.77","215739392","n/a","2015","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/ccrc",
"JRJC","China Finance Online Co. Limited","1","21219601","21219601","2004","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/jrjc",
"HGSH","China HGS Real Estate, Inc.","1.05","47302500","n/a","n/a","Finance","Real Estate","https://www.nasdaq.com/symbol/hgsh",
"CIFS","China Internet Nationwide Financial Services Inc.","1.01","22335329.88","n/a","2017","Consumer Services","Professional Services","https://www.nasdaq.com/symbol/cifs",
"CJJD","China Jo-Jo Drugstores, Inc.","2.08","60188498.24","n/a","n/a","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/cjjd",
"CLDC","China Lending Corporation","1.0301","25265158.6599","n/a","2014","Finance","Diversified Financial Services","https://www.nasdaq.com/symbol/cldc",
"CHNR","China Natural Resources, Inc.","1.69","42099448.04","n/a","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/chnr",
"CREG","China Recycling Energy Corporation","0.8597","8850852.216","n/a","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/creg",
"SXTC","China SXT Pharmaceuticals, Inc.","4.76","0","n/a","2019","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sxtc",
